clinic_id,clinic_name,address,site_url,site_host,doctors_count,has_live_promo,live_promo_count,status,matched_source_impls,promo_sync_sources,robots_blocked_sources
10c0e305-c783-4d09-86c9-2f6f8675249b,«Клиника ЛинЛайн» на Сурганова,"Минск, ул. Сурганова, д. 18",https://linline-club.by/,linline-club.by,2,false,0,no_source_match,,,
292b95b3-1090-4852-81c8-8df26ae1ae35,«Клиника ЛинЛайн» на Червякова,"Минск, ул. Червякова, д. 8",https://linline-club.by/,linline-club.by,2,false,0,no_source_match,,,
9b99f809-e20c-42a0-af6f-172b0afbb0dd,«Клиника эстетической стоматологии»,"Минск, пер. Казарменный, д. 3",https://superdent.by/,superdent.by,27,false,0,no_source_match,,,
5b3a4356-7f5c-45ac-a1d4-081ec7df5997,«Стоматология в Изумрудном»,"Минск, ул. Авакяна, д. 21",https://vizumrudnom.by/,vizumrudnom.by,1,false,0,no_source_match,,,
c975020c-c5d3-406f-804a-8a134f6c6b44,«Стоматология Егора Рузова»,"Минск, переулок Велосипедный, д. 5/2",https://prozub.by/,prozub.by,9,false,0,no_source_match,,,
42ac95f7-0a31-49e6-b877-77f70f795cc0,«Стоматология имени Жадовича»,"Минск, просп. Дзержинского, д. 78",https://minskdentist.by/,minskdentist.by,7,false,0,no_source_match,,,
4d410d69-b497-4c8d-a8a7-e73253394a03,«Стоматология на Долгобродской»,"Минск, ул. Долгобродская, д. 6/1",https://stomnad.by/,stomnad.by,1,false,0,no_source_match,,,
fd8bb636-6ed4-41a5-ac00-d6dd21e3368b,«Центр лечения алкоголизма»,"Минск, ул. Филимонова, д. 53",https://alkogolizm.by/,alkogolizm.by,3,false,0,no_source_match,,,
2503adf8-9700-40c7-bde4-e3d77b7c7f1c,«Центр семейной стоматологии»,"Минск, ул. Неманская, д. 67",https://medexpert.by/,medexpert.by,16,false,0,no_source_match,,,
9be0feb9-4822-4bb2-b920-66690a88ae1f,«Центр современной педиатрии»,"Минск, ул. Червякова, д. 55",https://pediatrics.by/,pediatrics.by,4,false,0,no_source_match,,,
a0bf8515-d7ee-4bc7-8c20-74b256b14c46,«Центр стоматологической имплантации» (ранее «Дудко и сыновья»),"Минск, просп. Машерова, д. 17",https://implant-center.by/,implant-center.by,22,false,0,no_source_match,,,
